Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
E01,Absolute Quantification,ABS,NC,Ch1Negative Control,1,Multi,0,ddPCR Supermix for Probes (no dUTP),0,,,0.16,0,0,22446,0,0,0,22446,0,22446,,,,,,,,,,,,,,,,,,1,1,0,0,3405.8,3405.8,,,,,0.072,0,,,,,,,,,,,,
F01,Absolute Quantification,ABS,NC,Ch1Negative Control,1,Multi,0,ddPCR Supermix for Probes (no dUTP),0,,,0.17,0,0,21215,0,0,0,21215,0,21215,,,,,,,,,,,,,,,,,,1,1,0,0,3630.4,3630.4,,,,,0.076,0,,,,,,,,,,,,
E01,Absolute Quantification,ABS,NC,Ch2Negative Control,2,Multi,0,ddPCR Supermix for Probes (no dUTP),0,,,0.16,0,0,22446,0,0,0,22446,0,22446,,,,,,,,,,,,,,,,,,1,1,0,0,1366.3,1366.3,,,,,0.072,0,,,,,,,,,,,,
F01,Absolute Quantification,ABS,NC,Ch2Negative Control,2,Multi,0,ddPCR Supermix for Probes (no dUTP),0,,,0.17,0,0,21215,0,0,0,21215,0,21215,,,,,,,,,,,,,,,,,,1,1,0,0,1445.6,1445.6,,,,,0.076,0,,,,,,,,,,,,
G01,Absolute Quantification,ABS,NTC,Ch1NTC,1,Multi,0,ddPCR Supermix for Probes (no dUTP),0,,,0.16,0,0,21409,0,0,0,21409,0,21409,,,,,,,,,,,,,,,,,,1,1,0,0,3644.9,3644.9,,,,,0.075,0,,,,,,,,,,,,
H01,Absolute Quantification,ABS,NTC,Ch1NTC,1,Multi,0,ddPCR Supermix for Probes (no dUTP),0,,,0.17,0,0,21281,0,0,0,21281,0,21281,,,,,,,,,,,,,,,,,,1,1,0,0,3622.7,3622.7,,,,,0.076,0,,,,,,,,,,,,
G01,Absolute Quantification,ABS,NTC,Ch2NTC,2,Multi,0,ddPCR Supermix for Probes (no dUTP),0,,,0.16,0,0,21409,0,0,0,21409,0,21409,,,,,,,,,,,,,,,,,,1,1,0,0,1453.4,1453.4,,,,,0.075,0,,,,,,,,,,,,
H01,Absolute Quantification,ABS,NTC,Ch2NTC,2,Multi,0,ddPCR Supermix for Probes (no dUTP),0,,,0.17,0,0,21281,0,0,0,21281,0,21281,,,,,,,,,,,,,,,,,,1,1,0,0,1453.2,1453.2,,,,,0.076,0,,,,,,,,,,,,
A01,Absolute Quantification,ABS,PC_1,Ch1Positive Control,1,Multi,409,ddPCR Supermix for Probes (no dUTP),8180,,,419,399,6584,15845,6071,513,310,15535,371,22429,,,,,,,,,,,,,,,,,,1,1,0,9955.2,3358.1,5294.7,,,,,414,404,,,,,,,,,,,,
A01,Absolute Quantification,ABS,PC_1,Ch2Positive Control,2,Multi,394,ddPCR Supermix for Probes (no dUTP),7880,,,404,384,6381,16048,6071,513,310,15535,371,22429,,,,,,,,,,,,,,,,,,1,1,0,7741.9,1353.1,3170.7,,,,,398.8,388.9,,,,,,,,,,,,
B01,Absolute Quantification,ABS,PC_2,Ch1Positive Control,1,Multi,218,ddPCR Supermix for Probes (no dUTP),4360,,,225,211,3493,17144,3198,295,202,16942,198,20637,,,,,,,,,,,,,,,,,,1,1,0,10267,3503.4,4648.2,,,,,221.9,214.5,,,,,,,,,,,,
B01,Absolute Quantification,ABS,PC_2,Ch2Positive Control,2,Multi,212,ddPCR Supermix for Probes (no dUTP),4240,,,219,205,3400,17237,3198,295,202,16942,198,20637,,,,,,,,,,,,,,,,,,1,1,0,8057.2,1393.4,2491.3,,,,,215.4,208.2,,,,,,,,,,,,
C01,Absolute Quantification,ABS,PC_3,Ch1Positive Control,1,Multi,109,ddPCR Supermix for Probes (no dUTP),2180,,,114,104,1803,18609,1647,156,93,18516,98.9,20412,,,,,,,,,,,,,,,,,,1,1,0,10455,3596.8,4202.6,,,,,111.4,106.2,,,,,,,,,,,,
C01,Absolute Quantification,ABS,PC_3,Ch2Positive Control,2,Multi,104.8,ddPCR Supermix for Probes (no dUTP),2096,,,109.8,99.9,1740,18672,1647,156,93,18516,98.9,20412,,,,,,,,,,,,,,,,,,1,1,0,8207.5,1420.6,1999.2,,,,,107.3,102.3,,,,,,,,,,,,
D01,Absolute Quantification,ABS,PC_4,Ch1Positive Control,1,Multi,52.6,ddPCR Supermix for Probes (no dUTP),1052,,,56,49.2,923,20196,830,93,44,20152,47.2,21119,,,,,,,,,,,,,,,,,,1,1,0,10446,3615.6,3914.1,,,,,54.3,50.8,,,,,,,,,,,,
D01,Absolute Quantification,ABS,PC_4,Ch2Positive Control,2,Multi,49.7,ddPCR Supermix for Probes (no dUTP),994,,,53,46.4,874,20245,830,93,44,20152,47.2,21119,,,,,,,,,,,,,,,,,,1,1,0,8210,1427.3,1708,,,,,51.4,48,,,,,,,,,,,,
A02,Absolute Quantification,ABS,S01_1,Ch1Unknown,1,Multi,402,ddPCR Supermix for Probes (no dUTP),8040,,,412,392,6306,15476,5853,453,283,15193,368,21782,,,,,,,,1.033,,,1.069,0.997,50.8,,,51.7,49.9,1,1,0,9844.1,3382.4,5253.1,,,,,407,397,,,,,,,1.052,1.014,,,51.26,50.36
A02,Absolute Quantification,ABS,S01_1,Ch2Unknown,2,Multi,389,ddPCR Supermix for Probes (no dUTP),7780,,,399,380,6136,15646,5853,453,283,15193,368,21782,,,,,,,,1.033,,,1.069,0.997,50.8,,,51.7,49.9,1,1,0,7687.9,1378.2,3155.7,,,,,394.3,384.3,,,,,,,1.052,1.014,,,51.26,50.36
B02,Absolute Quantification,ABS,S01_2,Ch1Unknown,1,Multi,198,ddPCR Supermix for Probes (no dUTP),3960,,,205,191,3303,18042,3039,264,194,17848,181,21345,,,,,,,,1.024,,,1.073,0.974,50.6,,,51.8,49.4,1,1,0,9928.1,3453.1,4455.1,,,,,201.2,194.3,,,,,,,1.049,0.998,,,51.2,50
B02,Absolute Quantification,ABS,S01_2,Ch2Unknown,2,Multi,193,ddPCR Supermix for Probes (no dUTP),3860,,,200,187,3233,18112,3039,264,194,17848,181,21345,,,,,,,,1.024,,,1.073,0.974,50.6,,,51.8,49.4,1,1,0,7835.8,1397.3,2372.5,,,,,196.6,189.8,,,,,,,1.049,0.998,,,51.2,50
C02,Absolute Quantification,ABS,S01_3,Ch1Unknown,1,Multi,102.8,ddPCR Supermix for Probes (no dUTP),2056,,,107.6,98.1,1788,19577,1642,146,117,19460,94,21365,,,,,,,,1.02,,,1.08,0.95,50.4,,,52.1,48.8,1,1,0,10056,3529.3,4075.5,,,,,105.3,100.4,,,,,,,1.051,0.983,,,51.3,49.6
C02,Absolute Quantification,ABS,S01_3,Ch2Unknown,2,Multi,101.1,ddPCR Supermix for Probes (no dUTP),2022,,,105.8,96.4,1759,19606,1642,146,117,19460,94,21365,,,,,,,,1.02,,,1.08,0.95,50.4,,,52.1,48.8,1,1,0,7945.6,1418.4,1955.8,,,,,103.5,98.7,,,,,,,1.051,0.983,,,51.3,49.6
D02,Absolute Quantification,ABS,S01_4,Ch1Unknown,1,Multi,56.6,ddPCR Supermix for Probes (no dUTP),1132,,,60.1,53.1,1008,20457,907,101,67,20390,50.8,21465,,,,,,,,1.04,,,1.13,0.94,50.9,,,53.1,48.7,1,1,0,10014,3538.9,3843,,,,,58.4,54.8,,,,,,,1.082,0.989,,,52,49.8
D02,Absolute Quantification,ABS,S01_4,Ch2Unknown,2,Multi,54.6,ddPCR Supermix for Probes (no dUTP),1092,,,58.1,51.2,974,20491,907,101,67,20390,50.8,21465,,,,,,,,1.04,,,1.13,0.94,50.9,,,53.1,48.7,1,1,0,7912.2,1419.9,1714.5,,,,,56.4,52.9,,,,,,,1.082,0.989,,,52,49.8
E02,Absolute Quantification,ABS,S02_1,Ch1Unknown,1,Multi,305,ddPCR Supermix for Probes (no dUTP),6100,,,315,296,4251,14345,3969,282,1660,12685,279,18596,,,,,,,,0.72,,,0.749,0.691,41.9,,,42.8,40.9,1,1,0,9942.3,3488.8,4964,,,,,310.1,300.7,,,,,,,0.735,0.705,,,42.35,41.36
E02,Absolute Quantification,ABS,S02_1,Ch2Unknown,2,Multi,424,ddPCR Supermix for Probes (no dUTP),8480,,,435,413,5629,12967,3969,282,1660,12685,279,18596,,,,,,,,0.72,,,0.749,0.691,41.9,,,42.8,40.9,1,1,0,7776.8,1408,3335.8,,,,,430,418,,,,,,,0.735,0.705,,,42.35,41.36
F02,Absolute Quantification,ABS,S02_2,Ch1Unknown,1,Multi,152,ddPCR Supermix for Probes (no dUTP),3040,,,158,146,2498,18058,2303,195,1121,16937,139,20556,,,,,,,,0.711,,,0.748,0.674,41.6,,,42.8,40.3,1,1,0,10212,3611.7,4413.7,,,,,155.5,149.4,,,,,,,0.73,0.692,,,42.2,40.9
F02,Absolute Quantification,ABS,S02_2,Ch2Unknown,2,Multi,214,ddPCR Supermix for Probes (no dUTP),4280,,,222,207,3424,17132,2303,195,1121,16937,139,20556,,,,,,,,0.711,,,0.748,0.674,41.6,,,42.8,40.3,1,1,0,8057.9,1450.6,2551.2,,,,,218,210.7,,,,,,,0.73,0.692,,,42.2,40.9
G02,Absolute Quantification,ABS,S02_3,Ch1Unknown,1,Multi,78.1,ddPCR Supermix for Probes (no dUTP),1562,,,82.3,74,1367,19907,1246,121,611,19296,70.8,21274,,,,,,,,0.73,,,0.78,0.68,42.1,,,43.8,40.4,1,1,0,10262,3654.6,4079.1,,,,,80.2,76,,,,,,,0.753,0.701,,,43,41.2
G02,Absolute Quantification,ABS,S02_3,Ch2Unknown,2,Multi,107.5,ddPCR Supermix for Probes (no dUTP),2150,,,112.4,102.6,1857,19417,1246,121,611,19296,70.8,21274,,,,,,,,0.73,,,0.78,0.68,42.1,,,43.8,40.4,1,1,0,8087.2,1464.6,2042.7,,,,,110,105,,,,,,,0.753,0.701,,,43,41.2
H02,Absolute Quantification,ABS,S02_4,Ch1Unknown,1,Multi,39.5,ddPCR Supermix for Probes (no dUTP),790,,,42.5,36.5,665,19485,614,51,320,19165,36.4,20150,,,,,,,,0.71,,,0.78,0.64,41.4,,,43.8,39,1,1,0,10369,3700.5,3920.5,,,,,41,38,,,,,,,0.743,0.671,,,42.7,40.2
H02,Absolute Quantification,ABS,S02_4,Ch2Unknown,2,Multi,55.8,ddPCR Supermix for Probes (no dUTP),1116,,,59.4,52.3,934,19216,614,51,320,19165,36.4,20150,,,,,,,,0.71,,,0.78,0.64,41.4,,,43.8,39,1,1,0,8168,1487,1796.6,,,,,57.7,54,,,,,,,0.743,0.671,,,42.7,40.2
A03,Absolute Quantification,ABS,S03_1,Ch1Unknown,1,Multi,188,ddPCR Supermix for Probes (no dUTP),3760,,,194,181,3127,18068,2938,189,3402,14666,173,21195,,,,,,,,0.449,,,0.468,0.43,31,,,31.9,30.1,1,1,0,9735.6,3442.3,4370.8,,,,,191.2,184.4,,,,,,,0.459,0.439,,,31.46,30.52
A03,Absolute Quantification,ABS,S03_1,Ch2Unknown,2,Multi,418,ddPCR Supermix for Probes (no dUTP),8360,,,429,408,6340,14855,2938,189,3402,14666,173,21195,,,,,,,,0.449,,,0.468,0.43,31,,,31.9,30.1,1,1,0,7624.9,1399.9,3262,,,,,423,413,,,,,,,0.459,0.439,,,31.46,30.52
B03,Absolute Quantification,ABS,S03_2,Ch1Unknown,1,Multi,96.7,ddPCR Supermix for Probes (no dUTP),1934,,,101.5,91.9,1553,18128,1444,109,1917,16211,88.8,19681,,,,,,,,0.439,,,0.465,0.413,30.5,,,31.8,29.2,1,1,0,9892,3531.2,4033.2,,,,,99.2,94.2,,,,,,,0.452,0.425,,,31.2,29.9
B03,Absolute Quantification,ABS,S03_2,Ch2Unknown,2,Multi,220,ddPCR Supermix for Probes (no dUTP),4400,,,228,213,3361,16320,1444,109,1917,16211,88.8,19681,,,,,,,,0.439,,,0.465,0.413,30.5,,,31.8,29.2,1,1,0,7784.6,1429.9,2515.1,,,,,224.1,216.5,,,,,,,0.452,0.425,,,31.2,29.9
C03,Absolute Quantification,ABS,S03_3,Ch1Unknown,1,Multi,51.6,ddPCR Supermix for Probes (no dUTP),1032,,,55,48.2,875,19525,813,62,1044,18481,47.6,20400,,,,,,,,0.459,,,0.496,0.422,31.5,,,33.2,29.7,1,1,0,10039,3601.2,3877.3,,,,,53.3,49.8,,,,,,,0.478,0.44,,,32.4,30.6
C03,Absolute Quantification,ABS,S03_3,Ch2Unknown,2,Multi,112,ddPCR Supermix for Probes (no dUTP),2240,,,117,107,1857,18543,813,62,1044,18481,47.6,20400,,,,,,,,0.459,,,0.496,0.422,31.5,,,33.2,29.7,1,1,0,7872.9,1455.7,2039.9,,,,,114.9,109.7,,,,,,,0.478,0.44,,,32.4,30.6
